"transaction_id","lead_id","agent_id","property_id","sale_date","sale_price","payment_method","commission_amount","commission_rate","original_property_price","governorate_code"
TRANS002703,LEAD017907,AGT033_QE,PROP014117,2025-04-05,3187179.00,Installment,101989.7300,0.0320,2286499.0000,Qena
TRANS002704,LEAD017914,AGT071_SZ,PROP017797,2024-09-06,10366793.00,Installment,476872.4800,0.0460,8719032.0000,Sheikh Zayed
TRANS002705,LEAD017931,AGT003_CA,PROP004596,2024-10-26,4088499.00,Installment,183982.4600,0.0450,3073900.0000,Cairo
TRANS002706,LEAD017940,AGT051_DA,PROP002679,2025-02-10,2441802.00,Cash,95230.2800,0.0390,1871547.0000,Damietta
TRANS002707,LEAD017949,AGT029_SO,PROP012416,2025-03-20,12587058.00,Installment,427959.9700,0.0340,9381432.0000,Sohag
TRANS002708,LEAD017955,AGT031_SO,PROP013124,2025-02-28,15271251.00,Installment,519222.5300,0.0340,11701553.0000,Sohag
TRANS002709,LEAD017956,AGT009_AL,PROP014721,2025-03-09,3092609.00,Cash,117519.1400,0.0380,2457241.0000,Alexandria
TRANS002710,LEAD017961,AGT076_NO,PROP012248,2024-09-12,9112063.00,Cash,400930.7700,0.0440,7123513.0000,North Coast
TRANS002711,LEAD017967,AGT076_NO,PROP013823,2025-03-14,4354247.00,Cash,191586.8700,0.0440,3394694.0000,North Coast
TRANS002712,LEAD017971,AGT017_LU,PROP020202,2024-09-11,8552638.00,Cash,342105.5200,0.0400,6457759.0000,Luxor
TRANS002713,LEAD017983,AGT024_AW,PROP020645,2024-10-29,3637293.00,Cash,130942.5500,0.0360,2911670.0000,Aswan
TRANS002714,LEAD017985,AGT074_NO,PROP018489,2025-06-28,10333480.00,Cash,454673.1200,0.0440,7383492.0000,North Coast
TRANS002715,LEAD017987,AGT035_QE,PROP022383,2024-08-23,4466633.00,Cash,142932.2600,0.0320,3742855.0000,Qena
TRANS002716,LEAD017993,AGT042_TA,PROP023623,2025-05-31,2792751.00,Cash,97746.2800,0.0350,2227176.0000,Tanta
TRANS002717,LEAD017994,AGT030_SO,PROP014088,2025-03-23,5632285.00,Bank Transfer,191497.6900,0.0340,4238078.0000,Sohag
TRANS002718,LEAD017995,AGT021_AW,PROP011289,2024-08-08,12918449.00,Cash,465064.1600,0.0360,9566632.0000,Aswan
TRANS002719,LEAD017996,AGT043_TA,PROP006691,2024-07-31,1642192.00,Bank Transfer,57476.7200,0.0350,1365376.0000,Tanta
TRANS002720,LEAD017997,AGT025_MN,PROP001597,2024-09-10,1963960.00,Bank Transfer,64810.6800,0.0330,1596238.0000,Al Minya
TRANS002721,LEAD018000,AGT011_AL,PROP014398,2024-09-19,30893705.00,Cash,1173960.7900,0.0380,21135158.0000,Alexandria
TRANS002722,LEAD018002,AGT062_SU,PROP012639,2024-12-21,4245109.00,Installment,169804.3600,0.0400,3647545.0000,Suez
TRANS002723,LEAD018004,AGT084_SH,PROP002911,2025-06-03,4348778.00,Cash,204392.5700,0.0470,3672506.0000,Sharm El Sheikh
TRANS002724,LEAD018013,AGT075_NO,PROP005243,2024-08-19,4167561.00,Bank Transfer,183372.6800,0.0440,3133138.0000,North Coast
TRANS002725,LEAD018015,AGT035_QE,PROP009089,2024-10-13,7487642.00,Cash,239604.5400,0.0320,5429110.0000,Qena
TRANS002726,LEAD018022,AGT048_ZA,PROP016573,2025-05-21,1443244.00,Installment,51956.7800,0.0360,1054281.0000,Zagazig
TRANS002727,LEAD018039,AGT077_HU,PROP011210,2025-02-11,15790378.00,Bank Transfer,663195.8800,0.0420,11676151.0000,Hurghada
TRANS002728,LEAD018047,AGT030_SO,PROP000648,2025-03-18,9861438.00,Cash,335288.8900,0.0340,7033484.0000,Sohag
TRANS002729,LEAD018059,AGT028_MN,PROP000431,2025-05-22,4804950.00,Cash,158563.3500,0.0330,3828450.0000,Al Minya
TRANS002730,LEAD018070,AGT060_PS,PROP000240,2025-06-15,3493984.00,Installment,150241.3100,0.0430,2472529.0000,Port Said
TRANS002731,LEAD018071,AGT064_SU,PROP002871,2025-02-08,3398438.00,Cash,135937.5200,0.0400,2563454.0000,Suez
TRANS002732,LEAD018073,AGT021_AW,PROP009397,2025-04-19,12638413.00,Cash,454982.8700,0.0360,8909201.0000,Aswan
TRANS002733,LEAD018075,AGT056_IS,PROP014394,2025-05-04,2513844.00,Installment,103067.6000,0.0410,1841825.0000,Ismailia
TRANS002734,LEAD018077,AGT064_SU,PROP016678,2024-11-05,2747233.00,Cash,109889.3200,0.0400,2253582.0000,Suez
TRANS002735,LEAD018084,AGT052_DA,PROP016959,2025-05-01,14462710.00,Installment,564045.6900,0.0390,10168431.0000,Damietta
TRANS002736,LEAD018085,AGT076_NO,PROP001470,2024-06-25,27433251.00,Bank Transfer,1207063.0400,0.0440,18905004.0000,North Coast
TRANS002737,LEAD018087,AGT008_GZ,PROP000368,2024-07-20,12625103.00,Bank Transfer,530254.3300,0.0420,9667023.0000,Giza
TRANS002738,LEAD018088,AGT046_ZA,PROP008550,2025-02-08,10846025.00,Bank Transfer,390456.9000,0.0360,8604490.0000,Zagazig
TRANS002739,LEAD018095,AGT048_ZA,PROP012304,2024-11-09,5035922.00,Bank Transfer,181293.1900,0.0360,3815815.0000,Zagazig
TRANS002740,LEAD018110,AGT018_LU,PROP015421,2025-04-24,3785545.00,Cash,151421.8000,0.0400,2699674.0000,Luxor
TRANS002741,LEAD018113,AGT052_DA,PROP015029,2024-11-18,4068490.00,Installment,158671.1100,0.0390,3004920.0000,Damietta
TRANS002742,LEAD018115,AGT036_QE,PROP008311,2025-01-01,3139711.00,Bank Transfer,100470.7500,0.0320,2431533.0000,Qena
TRANS002743,LEAD018119,AGT006_GZ,PROP012954,2024-10-02,7551406.00,Cash,317159.0500,0.0420,5339256.0000,Giza
TRANS002744,LEAD018121,AGT045_ZA,PROP019355,2024-12-01,1350855.00,Cash,48630.7800,0.0360,1013200.0000,Zagazig
TRANS002745,LEAD018143,AGT048_ZA,PROP004327,2024-12-25,5999901.00,Bank Transfer,215996.4400,0.0360,4865588.0000,Zagazig
TRANS002746,LEAD018147,AGT023_AW,PROP004846,2024-09-18,2247634.00,Bank Transfer,80914.8200,0.0360,1852801.0000,Aswan
TRANS002747,LEAD018162,AGT020_LU,PROP018562,2024-08-28,3904305.00,Cash,156172.2000,0.0400,3148175.0000,Luxor
TRANS002748,LEAD018172,AGT080_HU,PROP008581,2025-02-27,5226718.00,Cash,219522.1600,0.0420,4191553.0000,Hurghada
TRANS002749,LEAD018180,AGT076_NO,PROP001226,2024-09-03,10075996.00,Bank Transfer,443343.8200,0.0440,7535762.0000,North Coast
TRANS002750,LEAD018187,AGT037_MA,PROP014621,2025-04-20,867598.00,Bank Transfer,32101.1300,0.0370,742941.0000,Mansoura
TRANS002751,LEAD018189,AGT057_PS,PROP007682,2024-10-01,1301344.00,Cash,55957.7900,0.0430,1034185.0000,Port Said
TRANS002752,LEAD018206,AGT049_DA,PROP016015,2024-09-13,1729000.00,Installment,67431.0000,0.0390,1400059.0000,Damietta
TRANS002753,LEAD018209,AGT045_ZA,PROP004182,2024-08-19,3919320.00,Installment,141095.5200,0.0360,3017297.0000,Zagazig
TRANS002754,LEAD018217,AGT057_PS,PROP007375,2025-02-18,18465600.00,Bank Transfer,794020.8000,0.0430,13658559.0000,Port Said
TRANS002755,LEAD018218,AGT050_DA,PROP006248,2024-11-10,4473006.00,Bank Transfer,174447.2300,0.0390,3217774.0000,Damietta
TRANS002756,LEAD018219,AGT041_TA,PROP022873,2024-09-18,1878537.00,Bank Transfer,65748.8000,0.0350,1376728.0000,Tanta
TRANS002757,LEAD018222,AGT019_LU,PROP002940,2024-10-02,1130525.00,Installment,45221.0000,0.0400,940707.0000,Luxor
TRANS002758,LEAD018223,AGT083_SH,PROP024580,2024-11-23,4386618.00,Installment,206171.0500,0.0470,3360555.0000,Sharm El Sheikh
TRANS002759,LEAD018225,AGT040_MA,PROP023593,2025-01-20,5811756.00,Installment,215034.9700,0.0370,4131524.0000,Mansoura
TRANS002760,LEAD018239,AGT006_GZ,PROP024188,2024-09-05,6719035.00,Cash,282199.4700,0.0420,5515065.0000,Giza
TRANS002761,LEAD018242,AGT040_MA,PROP000429,2025-02-26,2576012.00,Bank Transfer,95312.4400,0.0370,1953409.0000,Mansoura
TRANS002762,LEAD018244,AGT037_MA,PROP019704,2024-12-11,3792417.00,Installment,140319.4300,0.0370,2875552.0000,Mansoura
TRANS002763,LEAD018255,AGT008_GZ,PROP010981,2024-08-21,10386387.00,Bank Transfer,436228.2500,0.0420,8060689.0000,Giza
TRANS002764,LEAD018262,AGT041_TA,PROP006296,2025-06-17,2553354.00,Installment,89367.3900,0.0350,2177692.0000,Tanta
TRANS002765,LEAD018263,AGT069_SZ,PROP022986,2025-04-11,13554385.00,Cash,623501.7100,0.0460,10306472.0000,Sheikh Zayed
TRANS002766,LEAD018278,AGT044_TA,PROP006463,2025-01-26,4739637.00,Installment,165887.3000,0.0350,3405917.0000,Tanta
TRANS002767,LEAD018279,AGT073_NO,PROP002660,2024-09-01,3536608.00,Bank Transfer,155610.7500,0.0440,2678532.0000,North Coast
TRANS002768,LEAD018280,AGT067_NC,PROP019646,2024-10-26,7927865.00,Bank Transfer,380537.5200,0.0480,6465430.0000,New Administrative Capital
TRANS002769,LEAD018288,AGT025_MN,PROP024283,2024-09-20,1682639.00,Installment,55527.0900,0.0330,1179219.0000,Al Minya
TRANS002770,LEAD018292,AGT060_PS,PROP004877,2024-08-16,5320311.00,Cash,228773.3700,0.0430,3771360.0000,Port Said
TRANS002771,LEAD018308,AGT016_AS,PROP015842,2024-12-13,6825198.00,Bank Transfer,238881.9300,0.0350,5329514.0000,Asyut
TRANS002772,LEAD018309,AGT032_SO,PROP012422,2025-04-18,12173666.00,Cash,413904.6400,0.0340,9885424.0000,Sohag
TRANS002773,LEAD018310,AGT057_PS,PROP002276,2025-04-18,3620202.00,Installment,155668.6900,0.0430,3066138.0000,Port Said
TRANS002774,LEAD018311,AGT044_TA,PROP012497,2024-09-08,2268678.00,Cash,79403.7300,0.0350,1707788.0000,Tanta
TRANS002775,LEAD018312,AGT012_AL,PROP018640,2025-06-27,10581766.00,Installment,402107.1100,0.0380,7920534.0000,Alexandria
TRANS002776,LEAD018323,AGT014_AS,PROP016747,2025-04-20,6192480.00,Cash,216736.8000,0.0350,4704379.0000,Asyut
TRANS002777,LEAD018349,AGT068_NC,PROP003216,2025-06-23,4416438.00,Cash,211989.0200,0.0480,3342698.0000,New Administrative Capital
TRANS002778,LEAD018355,AGT042_TA,PROP015521,2024-10-12,892196.00,Cash,31226.8600,0.0350,691690.0000,Tanta
TRANS002779,LEAD018356,AGT078_HU,PROP019587,2025-05-15,20710597.00,Cash,869845.0700,0.0420,15486005.0000,Hurghada
TRANS002780,LEAD018381,AGT074_NO,PROP012751,2025-06-09,9564902.00,Bank Transfer,420855.6900,0.0440,6975047.0000,North Coast
TRANS002781,LEAD018385,AGT037_MA,PROP024444,2024-08-28,3612813.00,Installment,133674.0800,0.0370,2909804.0000,Mansoura
TRANS002782,LEAD018398,AGT055_IS,PROP018368,2024-11-06,2646886.00,Bank Transfer,108522.3300,0.0410,2179924.0000,Ismailia
TRANS002783,LEAD018399,AGT022_AW,PROP020216,2025-03-24,3312680.00,Bank Transfer,119256.4800,0.0360,2562883.0000,Aswan
TRANS002784,LEAD018405,AGT020_LU,PROP013827,2024-08-13,4345149.00,Installment,173805.9600,0.0400,3283310.0000,Luxor
TRANS002785,LEAD018408,AGT030_SO,PROP016766,2025-01-27,19739292.00,Cash,671135.9300,0.0340,14983595.0000,Sohag
TRANS002786,LEAD018418,AGT036_QE,PROP002413,2025-06-30,8719390.00,Cash,279020.4800,0.0320,6500621.0000,Qena
TRANS002787,LEAD018441,AGT035_QE,PROP015423,2025-01-14,8164257.00,Installment,261256.2200,0.0320,6250086.0000,Qena
TRANS002788,LEAD018455,AGT013_AS,PROP021359,2025-06-15,8153191.00,Bank Transfer,285361.6900,0.0350,6716996.0000,Asyut
TRANS002789,LEAD018462,AGT036_QE,PROP019999,2024-12-18,2874711.00,Installment,91990.7500,0.0320,2167518.0000,Qena
TRANS002790,LEAD018466,AGT026_MN,PROP024497,2025-02-18,5933558.00,Cash,195807.4100,0.0330,4711459.0000,Al Minya
TRANS002791,LEAD018475,AGT017_LU,PROP011041,2024-08-30,11308105.00,Bank Transfer,452324.2000,0.0400,7905540.0000,Luxor
TRANS002792,LEAD018483,AGT004_CA,PROP017990,2025-05-26,2325024.00,Cash,104626.0800,0.0450,1838029.0000,Cairo
TRANS002793,LEAD018487,AGT015_AS,PROP003561,2025-04-23,20462399.00,Installment,716183.9700,0.0350,14196394.0000,Asyut
TRANS002794,LEAD018515,AGT072_SZ,PROP021782,2025-05-17,28463813.00,Cash,1309335.4000,0.0460,20108252.0000,Sheikh Zayed
TRANS002795,LEAD018518,AGT058_PS,PROP021808,2024-12-26,3061288.00,Installment,131635.3800,0.0430,2353646.0000,Port Said
TRANS002796,LEAD018524,AGT083_SH,PROP009479,2025-06-30,3206022.00,Installment,150683.0300,0.0470,2472803.0000,Sharm El Sheikh
TRANS002797,LEAD018529,AGT021_AW,PROP004421,2025-06-30,12386645.00,Cash,445919.2200,0.0360,8459358.0000,Aswan
TRANS002798,LEAD018532,AGT043_TA,PROP016696,2025-05-21,5415454.00,Installment,189540.8900,0.0350,3854021.0000,Tanta
TRANS002799,LEAD018533,AGT070_SZ,PROP023501,2024-12-29,11851294.00,Installment,545159.5200,0.0460,8804960.0000,Sheikh Zayed
TRANS002800,LEAD018537,AGT017_LU,PROP015800,2024-07-30,7971351.00,Cash,318854.0400,0.0400,5554313.0000,Luxor
TRANS002801,LEAD018544,AGT051_DA,PROP003687,2024-08-05,7596896.00,Cash,296278.9400,0.0390,5740479.0000,Damietta
TRANS002802,LEAD018547,AGT058_PS,PROP016610,2024-09-02,1509220.00,Bank Transfer,64896.4600,0.0430,1095260.0000,Port Said
TRANS002803,LEAD018562,AGT009_AL,PROP000943,2025-06-27,2017567.00,Bank Transfer,76667.5500,0.0380,1418349.0000,Alexandria
TRANS002804,LEAD018579,AGT044_TA,PROP000197,2024-09-25,1662615.00,Cash,58191.5300,0.0350,1229948.0000,Tanta
TRANS002805,LEAD018586,AGT054_IS,PROP000602,2024-07-08,3475648.00,Installment,142501.5700,0.0410,2693832.0000,Ismailia
TRANS002806,LEAD018592,AGT050_DA,PROP006050,2025-05-26,4576281.00,Installment,178474.9600,0.0390,3345703.0000,Damietta
TRANS002807,LEAD018593,AGT016_AS,PROP020922,2024-10-18,3823046.00,Bank Transfer,133806.6100,0.0350,2796882.0000,Asyut
TRANS002808,LEAD018603,AGT047_ZA,PROP017895,2025-03-18,12563655.00,Bank Transfer,452291.5800,0.0360,9383339.0000,Zagazig
TRANS002809,LEAD018608,AGT053_IS,PROP009627,2025-05-10,4581440.00,Installment,187839.0400,0.0410,3473982.0000,Ismailia
TRANS002810,LEAD018620,AGT023_AW,PROP012777,2025-02-02,3783175.00,Cash,136194.3000,0.0360,2670293.0000,Aswan
TRANS002811,LEAD018648,AGT036_QE,PROP005558,2025-06-30,4642996.00,Cash,148575.8700,0.0320,3258835.0000,Qena
TRANS002812,LEAD018652,AGT001_CA,PROP006860,2025-03-04,2991055.00,Installment,134597.4800,0.0450,2365222.0000,Cairo
TRANS002813,LEAD018659,AGT003_CA,PROP002594,2025-06-25,3628574.00,Bank Transfer,163285.8300,0.0450,2852761.0000,Cairo
TRANS002814,LEAD018666,AGT081_SH,PROP022172,2024-08-19,6413913.00,Cash,301453.9100,0.0470,4659603.0000,Sharm El Sheikh
TRANS002815,LEAD018678,AGT053_IS,PROP007489,2025-05-12,4323682.00,Cash,177270.9600,0.0410,3338228.0000,Ismailia
TRANS002816,LEAD018690,AGT005_GZ,PROP004691,2025-05-20,2150298.00,Installment,90312.5200,0.0420,1712556.0000,Giza
TRANS002817,LEAD018693,AGT045_ZA,PROP000561,2025-03-11,3240295.00,Bank Transfer,116650.6200,0.0360,2471230.0000,Zagazig
TRANS002818,LEAD018694,AGT040_MA,PROP007498,2024-12-10,5404298.00,Cash,199959.0300,0.0370,3746652.0000,Mansoura
TRANS002819,LEAD018696,AGT014_AS,PROP008897,2024-09-28,3369653.00,Cash,117937.8600,0.0350,2866520.0000,Asyut
TRANS002820,LEAD018699,AGT014_AS,PROP011868,2024-12-14,13351411.00,Installment,467299.3900,0.0350,10700243.0000,Asyut
TRANS002821,LEAD018710,AGT084_SH,PROP020550,2025-04-06,4738754.00,Installment,222721.4400,0.0470,3332618.0000,Sharm El Sheikh
TRANS002822,LEAD018717,AGT012_AL,PROP011730,2025-04-08,2825468.00,Bank Transfer,107367.7800,0.0380,2271509.0000,Alexandria
TRANS002823,LEAD018721,AGT033_QE,PROP013352,2025-06-27,2483954.00,Cash,79486.5300,0.0320,1926757.0000,Qena
TRANS002824,LEAD018726,AGT071_SZ,PROP020338,2024-11-20,19003024.00,Cash,874139.1000,0.0460,13000722.0000,Sheikh Zayed
TRANS002825,LEAD018737,AGT007_GZ,PROP002407,2024-08-17,20974462.00,Cash,880927.4000,0.0420,15665266.0000,Giza
TRANS002826,LEAD018765,AGT063_SU,PROP009869,2025-03-16,4394361.00,Installment,175774.4400,0.0400,3230778.0000,Suez
TRANS002827,LEAD018771,AGT063_SU,PROP015304,2024-10-19,9529065.00,Installment,381162.6000,0.0400,6799698.0000,Suez
TRANS002828,LEAD018778,AGT033_QE,PROP019061,2025-06-30,1865721.00,Bank Transfer,59703.0700,0.0320,1482170.0000,Qena
TRANS002829,LEAD018780,AGT021_AW,PROP009253,2025-03-29,3868330.00,Installment,139259.8800,0.0360,2952765.0000,Aswan
TRANS002830,LEAD018786,AGT020_LU,PROP009327,2024-07-24,1174853.00,Bank Transfer,46994.1200,0.0400,907100.0000,Luxor
TRANS002831,LEAD018787,AGT029_SO,PROP000331,2025-03-10,1216652.00,Cash,41366.1700,0.0340,909443.0000,Sohag
TRANS002832,LEAD018788,AGT070_SZ,PROP003214,2025-03-08,26763042.00,Bank Transfer,1231099.9300,0.0460,21005169.0000,Sheikh Zayed
TRANS002833,LEAD018790,AGT010_AL,PROP003633,2025-04-12,5869856.00,Bank Transfer,223054.5300,0.0380,4119693.0000,Alexandria
TRANS002834,LEAD018791,AGT059_PS,PROP005308,2025-02-03,1817190.00,Cash,78139.1700,0.0430,1270487.0000,Port Said
TRANS002835,LEAD018803,AGT021_AW,PROP017657,2024-08-11,5108362.00,Cash,183901.0300,0.0360,4021213.0000,Aswan
TRANS002836,LEAD018808,AGT028_MN,PROP009393,2024-11-08,3750812.00,Bank Transfer,123776.8000,0.0330,3008144.0000,Al Minya
TRANS002837,LEAD018810,AGT042_TA,PROP011700,2024-10-29,4692942.00,Cash,164252.9700,0.0350,4017533.0000,Tanta
TRANS002838,LEAD018813,AGT064_SU,PROP021920,2024-10-25,7162549.00,Cash,286501.9600,0.0400,5736891.0000,Suez
TRANS002839,LEAD018818,AGT038_MA,PROP017056,2024-11-12,1557684.00,Cash,57634.3100,0.0370,1177569.0000,Mansoura
TRANS002840,LEAD018819,AGT024_AW,PROP002672,2025-06-27,4247275.00,Cash,152901.9000,0.0360,2983773.0000,Aswan
TRANS002841,LEAD018820,AGT024_AW,PROP014981,2024-11-05,3256109.00,Cash,117219.9200,0.0360,2731597.0000,Aswan
TRANS002842,LEAD018826,AGT063_SU,PROP000192,2024-08-12,4906698.00,Bank Transfer,196267.9200,0.0400,3723057.0000,Suez
TRANS002843,LEAD018832,AGT067_NC,PROP020131,2024-12-27,8703996.00,Bank Transfer,417791.8100,0.0480,6455646.0000,New Administrative Capital
TRANS002844,LEAD018839,AGT077_HU,PROP017252,2024-08-08,9420134.00,Installment,395645.6300,0.0420,7157801.0000,Hurghada
TRANS002845,LEAD018840,AGT042_TA,PROP014661,2024-12-10,2616275.00,Cash,91569.6300,0.0350,2077375.0000,Tanta
TRANS002846,LEAD018841,AGT018_LU,PROP014364,2025-03-26,3391007.00,Bank Transfer,135640.2800,0.0400,2527292.0000,Luxor
TRANS002847,LEAD018842,AGT025_MN,PROP006253,2024-12-26,7297359.00,Bank Transfer,240812.8500,0.0330,5414740.0000,Al Minya
TRANS002848,LEAD018847,AGT056_IS,PROP016983,2025-06-29,1906151.00,Installment,78152.1900,0.0410,1393729.0000,Ismailia
TRANS002849,LEAD018853,AGT083_SH,PROP009286,2024-07-23,4212814.00,Cash,198002.2600,0.0470,2984174.0000,Sharm El Sheikh
TRANS002850,LEAD018859,AGT015_AS,PROP003736,2025-04-17,6635501.00,Installment,232242.5400,0.0350,5090174.0000,Asyut
TRANS002851,LEAD018870,AGT012_AL,PROP011114,2024-10-07,13520333.00,Bank Transfer,513772.6500,0.0380,10361224.0000,Alexandria
TRANS002852,LEAD018876,AGT029_SO,PROP010129,2025-06-30,2892010.00,Cash,98328.3400,0.0340,2134939.0000,Sohag
TRANS002853,LEAD018890,AGT025_MN,PROP011271,2025-05-24,3071028.00,Bank Transfer,101343.9200,0.0330,2232243.0000,Al Minya
TRANS002854,LEAD018892,AGT034_QE,PROP022422,2024-09-18,3127576.00,Bank Transfer,100082.4300,0.0320,2569171.0000,Qena
TRANS002855,LEAD018903,AGT084_SH,PROP021697,2025-03-27,14011781.00,Installment,658553.7100,0.0470,10480566.0000,Sharm El Sheikh
TRANS002856,LEAD018905,AGT021_AW,PROP004621,2025-05-29,17770927.00,Installment,639753.3700,0.0360,12326969.0000,Aswan
TRANS002857,LEAD018919,AGT051_DA,PROP005462,2025-02-28,12223335.00,Installment,476710.0600,0.0390,8385889.0000,Damietta
TRANS002858,LEAD018922,AGT056_IS,PROP003580,2024-08-25,2263647.00,Cash,92809.5300,0.0410,1822726.0000,Ismailia
TRANS002859,LEAD018932,AGT053_IS,PROP018894,2025-06-24,877811.00,Cash,35990.2500,0.0410,722539.0000,Ismailia
TRANS002860,LEAD018940,AGT067_NC,PROP011907,2024-09-13,6297292.00,Installment,302270.0200,0.0480,4795445.0000,New Administrative Capital
TRANS002861,LEAD018949,AGT029_SO,PROP012417,2024-09-16,5418387.00,Installment,184225.1600,0.0340,4122387.0000,Sohag
TRANS002862,LEAD018952,AGT005_GZ,PROP019620,2025-03-17,11794806.00,Cash,495381.8500,0.0420,9261868.0000,Giza
TRANS002863,LEAD018953,AGT017_LU,PROP019956,2025-06-28,1702104.00,Installment,68084.1600,0.0400,1454316.0000,Luxor
TRANS002864,LEAD018957,AGT052_DA,PROP015679,2024-08-27,5791938.00,Cash,225885.5800,0.0390,4311281.0000,Damietta
TRANS002865,LEAD018959,AGT008_GZ,PROP022675,2025-04-28,11804300.00,Bank Transfer,495780.6000,0.0420,8754411.0000,Giza
TRANS002866,LEAD018964,AGT064_SU,PROP013457,2025-05-18,4161257.00,Bank Transfer,166450.2800,0.0400,3300666.0000,Suez
TRANS002867,LEAD018968,AGT008_GZ,PROP018366,2025-06-18,14027802.00,Cash,589167.6800,0.0420,11024148.0000,Giza
TRANS002868,LEAD018973,AGT027_MN,PROP024084,2025-06-03,4533148.00,Cash,149593.8800,0.0330,3637105.0000,Al Minya
TRANS002869,LEAD018979,AGT031_SO,PROP006256,2024-07-29,1018233.00,Cash,34619.9200,0.0340,868630.0000,Sohag
TRANS002870,LEAD018987,AGT018_LU,PROP005991,2025-06-22,6237426.00,Bank Transfer,249497.0400,0.0400,4601997.0000,Luxor
TRANS002871,LEAD018999,AGT028_MN,PROP020659,2025-04-12,4755427.00,Bank Transfer,156929.0900,0.0330,3857676.0000,Al Minya
TRANS002872,LEAD019009,AGT033_QE,PROP020508,2025-06-30,2477968.00,Bank Transfer,79294.9800,0.0320,1972150.0000,Qena
TRANS002873,LEAD019011,AGT001_CA,PROP019988,2025-06-08,8941305.00,Installment,402358.7200,0.0450,6532148.0000,Cairo
TRANS002874,LEAD019023,AGT039_MA,PROP005954,2024-08-08,6982479.00,Bank Transfer,258351.7200,0.0370,4975778.0000,Mansoura
TRANS002875,LEAD019039,AGT067_NC,PROP024159,2025-01-05,5141518.00,Installment,246792.8600,0.0480,4008654.0000,New Administrative Capital
TRANS002876,LEAD019044,AGT047_ZA,PROP020068,2024-10-03,2523758.00,Cash,90855.2900,0.0360,1877241.0000,Zagazig
TRANS002877,LEAD019053,AGT031_SO,PROP023806,2025-06-30,5360798.00,Installment,182267.1300,0.0340,4077319.0000,Sohag
TRANS002878,LEAD019058,AGT007_GZ,PROP007171,2025-06-28,5380643.00,Bank Transfer,225987.0100,0.0420,4271607.0000,Giza
TRANS002879,LEAD019065,AGT036_QE,PROP009540,2025-01-13,1980248.00,Installment,63367.9400,0.0320,1553773.0000,Qena
TRANS002880,LEAD019070,AGT012_AL,PROP011008,2024-12-21,14890641.00,Cash,565844.3600,0.0380,10785991.0000,Alexandria
TRANS002881,LEAD019072,AGT057_PS,PROP003691,2025-04-23,5323749.00,Installment,228921.2100,0.0430,3989042.0000,Port Said
TRANS002882,LEAD019076,AGT061_SU,PROP014885,2025-04-18,5993931.00,Cash,239757.2400,0.0400,4331557.0000,Suez
TRANS002883,LEAD019082,AGT030_SO,PROP023703,2024-11-04,15119280.00,Bank Transfer,514055.5200,0.0340,11218805.0000,Sohag
TRANS002884,LEAD019091,AGT083_SH,PROP006879,2025-05-20,9869591.00,Bank Transfer,463870.7800,0.0470,7367581.0000,Sharm El Sheikh
TRANS002885,LEAD019099,AGT033_QE,PROP003886,2024-12-16,4556896.00,Cash,145820.6700,0.0320,3530562.0000,Qena
TRANS002886,LEAD019103,AGT076_NO,PROP016754,2025-02-12,12326819.00,Installment,542380.0400,0.0440,8723125.0000,North Coast
TRANS002887,LEAD019111,AGT052_DA,PROP003976,2025-05-28,1834771.00,Cash,71556.0700,0.0390,1325733.0000,Damietta
TRANS002888,LEAD019123,AGT045_ZA,PROP001072,2025-01-22,4552595.00,Bank Transfer,163893.4200,0.0360,3708061.0000,Zagazig
TRANS002889,LEAD019137,AGT038_MA,PROP000037,2025-01-16,4876721.00,Bank Transfer,180438.6800,0.0370,3558906.0000,Mansoura
TRANS002890,LEAD019145,AGT061_SU,PROP022699,2025-03-09,2998540.00,Cash,119941.6000,0.0400,2483937.0000,Suez
TRANS002891,LEAD019149,AGT079_HU,PROP015308,2024-09-29,25034265.00,Installment,1051439.1300,0.0420,18690486.0000,Hurghada
TRANS002892,LEAD019158,AGT035_QE,PROP020390,2025-03-15,4185983.00,Bank Transfer,133951.4600,0.0320,3369113.0000,Qena
TRANS002893,LEAD019164,AGT008_GZ,PROP001854,2024-09-30,12457770.00,Cash,523226.3400,0.0420,9520455.0000,Giza
TRANS002894,LEAD019168,AGT017_LU,PROP015800,2025-06-28,7971351.00,Installment,318854.0400,0.0400,5554313.0000,Luxor
TRANS002895,LEAD019174,AGT072_SZ,PROP017309,2024-08-27,10468374.00,Bank Transfer,481545.2000,0.0460,7617662.0000,Sheikh Zayed
TRANS002896,LEAD019177,AGT028_MN,PROP018905,2025-06-27,3645034.00,Cash,120286.1200,0.0330,2946629.0000,Al Minya
TRANS002897,LEAD019190,AGT058_PS,PROP016387,2025-05-26,5058929.00,Bank Transfer,217533.9500,0.0430,4054890.0000,Port Said
TRANS002898,LEAD019193,AGT016_AS,PROP014850,2024-07-30,4925367.00,Bank Transfer,172387.8500,0.0350,4191577.0000,Asyut
TRANS002899,LEAD019194,AGT003_CA,PROP019582,2025-02-26,23764774.00,Bank Transfer,1069414.8300,0.0450,18790525.0000,Cairo
TRANS002900,LEAD019201,AGT031_SO,PROP024984,2025-06-04,1809971.00,Bank Transfer,61539.0100,0.0340,1552547.0000,Sohag
TRANS002901,LEAD019213,AGT058_PS,PROP022435,2025-03-06,5594864.00,Installment,240579.1500,0.0430,4166151.0000,Port Said
